,Hauptkategorie,Subkategorie_1,Subkategorie_2,Ist 2018,Soll 2019,Soll 2020,Ist 2021,Ist 2022,Ist 2023,Soll 2024,Soll 2025,Plan 2026,Plan 2027,Plan 2028,Produktgruppe,Subprodukt,Ist 2023 %,Percentagechange Ist 2018 vs. Ist 2023,Ist 2018 %
454,Leistungsmengen,Nutzung: Optimale Auslastung der Eishalle Deutweg Anzahl Eintritte Eishalle Deutweg (1),Nutzung: Optimale Auslastung der Eishalle Deutweg Anzahl Eintritte Eishalle Deutweg (1),80005.0,80000.0,80000.0,60644.0,84308.0,84878.0,85000.0,85000.0,,,,Sportamt (590),Produkt 3 Eissportanlage Deutweg,6.0908693206674585,6.1,0
455,Leistungsmengen,Anzahl Veranstaltungen,Anzahl Veranstaltungen,7.0,5.0,5.0,3.0,4.0,6.0,5.0,6.0,,,,Sportamt (590),Produkt 3 Eissportanlage Deutweg,-14.285714285714285,-14.3,0
456,Leistungsmengen,Belegung durch Vereine (Anzahl Std./Saison),Belegung durch Vereine (Anzahl Std./Saison),4209.0,4100.0,4200.0,4082.0,4112.0,4147.0,4200.0,4200.0,,,,Sportamt (590),Produkt 3 Eissportanlage Deutweg,-1.4730339748158707,-1.5,0
457,Leistungsmengen,Belegung durch öffentlichen Eislauf (Anzahl Std./Saison),Belegung durch öffentlichen Eislauf (Anzahl Std./Saison),2555.0,2800.0,2600.0,2530.0,2570.0,2490.0,2600.0,2600.0,,,,Sportamt (590),Produkt 3 Eissportanlage Deutweg,-2.5440313111545985,-2.5,0
458,Nettokosten,Kosten,Kosten,684231.0,453278.0,504087.0,555141.0,695746.0,754865.0,761499.0,659376.0,,,,Sportamt (590),Produkt 4 Turn- und Sportplatz Deutweg,10.323121869660977,10.3,0
459,Nettokosten,Erlös,Erlös,180290.0,197000.0,197000.0,187362.0,234216.0,223016.0,224300.0,224300.0,,,,Sportamt (590),Produkt 4 Turn- und Sportplatz Deutweg,23.698485772921405,23.7,0
460,Nettokosten,Nettokosten,Nettokosten,503941.0,256278.0,307087.0,367780.0,461530.0,531849.0,537199.0,435076.0,,,,Sportamt (590),Produkt 4 Turn- und Sportplatz Deutweg,5.537949879053302,5.5,0
461,Nettokosten,Kostendeckungsgrad in %,Kostendeckungsgrad in %,26.0,43.0,39.0,34.0,34.0,30.0,29.0,34.0,,,,Sportamt (590),Produkt 4 Turn- und Sportplatz Deutweg,15.384615384615385,15.4,0
462,Operative Ziele,Finanzen: Kostengünstiger Betrieb der Sportanlage Deutweg,Kostenüberschuss pro Öffnungstag in Franken,1408.0,716.0,859.0,1027.0,1290.0,1486.0,1501.0,1220.0,,,,Sportamt (590),Produkt 4 Turn- und Sportplatz Deutweg,5.5397727272727275,5.5,0
463,Leistungsmengen,Angebot: Erhaltung des Angebotes Leichtathletikstadion mit polysportiven Nebenanlagen,Angebot: Erhaltung des Angebotes Leichtathletikstadion mit polysportiven Nebenanlagen,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,Sportamt (590),Produkt 4 Turn- und Sportplatz Deutweg,0.0,0.0,0
464,Leistungsmengen,Öffnungszeiten der Gesamtanlage (Anzahl Tage pro Jahr von 8.00-22.00 Uhr),Öffnungszeiten der Gesamtanlage (Anzahl Tage pro Jahr von 8.00-22.00 Uhr),358.0,358.0,358.0,358.0,358.0,358.0,358.0,358.0,,,,Sportamt (590),Produkt 4 Turn- und Sportplatz Deutweg,0.0,0.0,0
465,Leistungsmengen,Nutzung: Optimale Auslastung der Sportanlage Deutweg Anzahl Veranstaltung auf der Sportanlage Deutweg,Nutzung: Optimale Auslastung der Sportanlage Deutweg Anzahl Veranstaltung auf der Sportanlage Deutweg,276.0,250.0,250.0,286.0,283.0,315.0,320.0,320.0,,,,Sportamt (590),Produkt 4 Turn- und Sportplatz Deutweg,14.130434782608695,14.1,0
466,Leistungsmengen,Anzahl Dauerbelegungen,Anzahl Dauerbelegungen,87.0,90.0,90.0,76.0,77.0,76.0,80.0,80.0,,,,Sportamt (590),Produkt 4 Turn- und Sportplatz Deutweg,-12.643678160919542,-12.6,0
467,Nettokosten,Kosten,Kosten,4845528.0,3878294.0,4055994.0,4466250.0,4322605.0,4667201.0,5296958.0,4990787.0,,,,Sportamt (590),Produkt 5 Fussballplätze,-3.6802387686130387,-3.7,0
468,Nettokosten,Erlös,Erlös,311032.0,274985.0,271551.0,205709.0,237181.0,289730.0,260452.0,269180.0,,,,Sportamt (590),Produkt 5 Fussballplätze,-6.848812983873041,-6.8,0
469,Nettokosten,Nettokosten,Nettokosten,4534496.0,3603309.0,3784443.0,4260541.0,4085424.0,4377471.0,5036505.0,4721607.0,,,,Sportamt (590),Produkt 5 Fussballplätze,-3.4628986330564633,-3.5,0
470,Nettokosten,Kostendeckungsgrad in %,Kostendeckungsgrad in %,6.0,7.0,7.0,5.0,5.0,6.0,5.0,5.0,,,,Sportamt (590),Produkt 5 Fussballplätze,0.0,0.0,0
471,Operative Ziele,Finanzen: Kostengünstiger Betrieb der Fussballanlagen,Nettokosten pro dem städtischen Fussballverband angeschlossene Mannschaft (1),28164.0,22951.0,23511.0,25821.0,24171.0,24871.0,29802.0,26827.0,,,,Sportamt (590),Produkt 5 Fussballplätze,-11.692231217156653,-11.7,0
472,Leistungsmengen,Angebot: Erhaltung des Angebots,Anzahl Fussballanlagen,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,Sportamt (590),Produkt 5 Fussballplätze,0.0,0.0,0
473,Leistungsmengen,Angebot: Erhaltung des Angebots,Anzahl Fussballplätze (Normspielfelder),22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,Sportamt (590),Produkt 5 Fussballplätze,0.0,0.0,0
474,Leistungsmengen,Angebot: Erhaltung des Angebots,Naturrasenfläche aller Fussballplätze in m2,140796.0,134396.0,134396.0,134396.0,134396.0,134396.0,134396.0,134396.0,,,,Sportamt (590),Produkt 5 Fussballplätze,-4.545583681354584,-4.5,0
475,Leistungsmengen,Angebot: Erhaltung des Angebots,Kunstrasenflächen in m2,25600.0,32000.0,32000.0,32000.0,32000.0,38400.0,38400.0,38400.0,,,,Sportamt (590),Produkt 5 Fussballplätze,50.0,50.0,0
476,Leistungsmengen,Angebot: Erhaltung des Angebots,Fussballstadion,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,Sportamt (590),Produkt 5 Fussballplätze,0.0,0.0,0
477,Nettokosten,Kosten,Kosten,496652.0,511580.0,501599.0,1063487.0,560554.0,553711.0,637541.0,380333.0,,,,Sportamt (590),Produkt 6 Übrige Sportanlagen,11.488728526211514,11.5,0
478,Nettokosten,Erlös,Erlös,69065.0,57375.0,57675.0,89491.0,157695.0,81149.0,112660.0,80075.0,,,,Sportamt (590),Produkt 6 Übrige Sportanlagen,17.49656121045392,17.5,0
479,Nettokosten,Nettokosten,Nettokosten,427586.0,454205.0,443924.0,973996.0,402859.0,472562.0,524882.0,300258.0,,,,Sportamt (590),Produkt 6 Übrige Sportanlagen,10.518585734799549,10.5,0
480,Nettokosten,Kostendeckungsgrad in %,Kostendeckungsgrad in %,14.0,11.0,11.0,8.0,28.0,15.0,18.0,21.0,,,,Sportamt (590),Produkt 6 Übrige Sportanlagen,7.142857142857142,7.1,0
481,Die operativen Ziele sind mit den parlamentarischen Zielvorgaben abgedeckt,,,,,,,,,,,,,,Sportamt (590),Produkt 6 Übrige Sportanlagen,0.0,0.0,0
482,Leistungsmengen,Jährliche Unterhaltskosten für Werterhaltung der übrigen Sportanlagen,Jährliche Unterhaltskosten für Werterhaltung der übrigen Sportanlagen,31270.0,54000.0,53000.0,44916.0,54445.0,26093.0,74300.0,66800.0,,,,Sportamt (590),Produkt 6 Übrige Sportanlagen,-16.555804285257437,-16.6,0
483,Nettokosten,Kosten,Kosten,1719455.0,1663027.0,1938106.0,1736014.0,2044133.0,1977268.0,2258344.0,2114734.0,,,,Sportamt (590),Produkt 7 Sportförderung,14.993878874410788,15.0,0
484,Nettokosten,Erlös,Erlös,443879.0,408000.0,412000.0,282175.0,365462.0,349030.0,365000.0,365000.0,,,,Sportamt (590),Produkt 7 Sportförderung,-21.368210706070798,-21.4,0
485,Nettokosten,Nettokosten,Nettokosten,1275577.0,1255027.0,1526106.0,1453839.0,1678671.0,1628238.0,1893344.0,1749734.0,,,,Sportamt (590),Produkt 7 Sportförderung,27.647174572761973,27.6,0
486,Nettokosten,Kostendeckungsgrad in %,Kostendeckungsgrad in %,26.0,25.0,21.0,16.0,18.0,18.0,16.0,17.0,,,,Sportamt (590),Produkt 7 Sportförderung,-30.76923076923077,-30.8,0
487,Operative Ziele,Sportnutzung: Verkauf möglichst vieler Sportpässe Anzahl verkaufte Sportpässe pro Jahr,Sportnutzung: Verkauf möglichst vieler Sportpässe Anzahl verkaufte Sportpässe pro Jahr,17689.0,17000.0,18000.0,11184.0,16125.0,16359.0,18000.0,17000.0,,,,Sportamt (590),Produkt 7 Sportförderung,-7.518796992481203,-7.5,0
488,Operative Ziele,Sportnutzung: Verkauf möglichst vieler Sportpässe Anzahl verkaufte Sportpässe pro Jahr,davon Jahrespässe gesamt,9186.0,9000.0,9200.0,5466.0,8184.0,8463.0,9200.0,8500.0,,,,Sportamt (590),Produkt 7 Sportförderung,-7.870672762900065,-7.9,0
489,Leistungsmengen,Jugendsportförderung: Auszahlung von Beiträgen an Vereine mit jugendlichen Mitgliedern Beitrag an Jugendsportförderung in Franken,Jugendsportförderung: Auszahlung von Beiträgen an Vereine mit jugendlichen Mitgliedern Beitrag an Jugendsportförderung in Franken,245000.0,245000.0,245000.0,300000.0,300000.0,300000.0,300000.0,350000.0,,,,Sportamt (590),Produkt 7 Sportförderung,22.448979591836736,22.4,0
490,Leistungsmengen,Anzahl durch die Vereine gemeldete Jugendliche,Mädchen,1969.0,1900.0,2000.0,2177.0,2048.0,2122.0,2200.0,2200.0,,,,Sportamt (590),Produkt 7 Sportförderung,7.770441848654139,7.8,0
491,Leistungsmengen,Anzahl durch die Vereine gemeldete Jugendliche,Knaben,3601.0,3400.0,3600.0,3764.0,3378.0,3680.0,3800.0,3800.0,,,,Sportamt (590),Produkt 7 Sportförderung,2.1938350458206055,2.2,0
492,Leistungsmengen,Sportinformation: Verbesserung der Information über das Sportangebot in Winterthur Anzahl Ausgaben des Prospektes über den Sportpass,Sportinformation: Verbesserung der Information über das Sportangebot in Winterthur Anzahl Ausgaben des Prospektes über den Sportpass,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,Sportamt (590),Produkt 7 Sportförderung,0.0,0.0,0
493,Leistungsmengen,Anzahl Besuche auf der Homepage im Internet (durchschnittlich pro Monat),Anzahl Besuche auf der Homepage im Internet (durchschnittlich pro Monat),47712.0,40000.0,45000.0,60503.0,56217.0,58060.0,60000.0,60000.0,,,,Sportamt (590),Produkt 7 Sportförderung,21.688464118041583,21.7,0
494,Leistungsmengen,Übrige Daten,Anzahl städtische Turnhallen (davon 5 Grossraumhallen),50.0,50.0,50.0,50.0,50.0,49.0,50.0,50.0,,,,Sportamt (590),Produkt 7 Sportförderung,-2.0,-2.0,0
495,Leistungsmengen,Übrige Daten,"Auslastung Turnhallen Wochentage (Mo-Fr, 18.00-22.00 Uhr) in %",98.0,98.0,98.0,98.0,98.0,99.0,98.0,98.0,,,,Sportamt (590),Produkt 7 Sportförderung,1.0204081632653061,1.0,0
496,Leistungsmengen,Übrige Daten,"Auslastung Turnhallen Wochenende (Sa-So, 08.00-22.00 Uhr) in %",26.0,20.0,25.0,33.0,37.0,41.0,35.0,40.0,,,,Sportamt (590),Produkt 7 Sportförderung,57.692307692307686,57.7,0
