,Hauptkategorie,Subkategorie_1,Subkategorie_2,Ist 2018,Soll 2019,Soll 2020,Ist 2021,Ist 2022,Ist 2023,Ist 2024,Soll 2025,Plan 2026,Plan 2027,Plan 2028,Produktgruppe,Subprodukt,Ist 2024 %,Percentagechange Ist 2018 vs. Ist 2024,Ist 2018 %
448,Nettokosten,Kosten,Kosten,2941611.0,3038403.0,3119677.0,3515538.0,3653241.0,3849963.0,3908307.0,4105612.0,4146659.0,,,Sportamt (590),Produkt 3 Eissportanlage Deutweg,32.86280884862071,32.9,0
449,Nettokosten,Erlös,Erlös,832415.0,832080.0,821780.0,1104434.0,1424052.0,1542878.0,1577967.0,1529360.0,1491600.0,,,Sportamt (590),Produkt 3 Eissportanlage Deutweg,89.56494056450208,89.6,0
450,Nettokosten,Nettokosten,Nettokosten,2109196.0,2206323.0,2297897.0,2411104.0,2229189.0,2307086.0,2330340.0,2576252.0,2655059.0,,,Sportamt (590),Produkt 3 Eissportanlage Deutweg,10.48475343211347,10.5,0
451,Nettokosten,Kostendeckungsgrad in %,Kostendeckungsgrad in %,28.0,27.0,26.0,31.0,39.0,40.0,40.0,37.0,36.0,,,Sportamt (590),Produkt 3 Eissportanlage Deutweg,42.857142857142854,42.9,0
452,Operative Ziele,Finanzen: Kostengünstiger Betrieb der Eishalle Deutweg,Kostenüberschuss pro Eintritt in Franken,26.36,27.58,28.73,39.76,26.44,27.18,26.5,30.31,29.55,,,Sportamt (590),Produkt 3 Eissportanlage Deutweg,0.5311077389984847,0.5,0
453,Leistungsmengen,Angebot: Erhaltung des Angebotes Öffnungszeiten der Eishalle Deutweg (Tage pro Eissaison),Angebot: Erhaltung des Angebotes Öffnungszeiten der Eishalle Deutweg (Tage pro Eissaison),247.0,235.0,247.0,245.0,249.0,242.0,246.0,255.0,244.0,,,Sportamt (590),Produkt 3 Eissportanlage Deutweg,-0.4048582995951417,-0.4,0
454,Leistungsmengen,Nutzung: Optimale Auslastung der Eishalle Deutweg Anzahl Eintritte Eishalle Deutweg (1),Nutzung: Optimale Auslastung der Eishalle Deutweg Anzahl Eintritte Eishalle Deutweg (1),80005.0,80000.0,80000.0,60644.0,84308.0,84878.0,87932.0,85000.0,90000.0,,,Sportamt (590),Produkt 3 Eissportanlage Deutweg,9.908130741828636,9.9,0
455,Leistungsmengen,Anzahl Veranstaltungen,Anzahl Veranstaltungen,7.0,5.0,5.0,3.0,4.0,6.0,5.0,6.0,6.0,,,Sportamt (590),Produkt 3 Eissportanlage Deutweg,-28.57142857142857,-28.6,0
456,Leistungsmengen,Belegung durch Vereine (Anzahl Std./Saison),Belegung durch Vereine (Anzahl Std./Saison),4209.0,4100.0,4200.0,4082.0,4112.0,4147.0,4472.0,4200.0,4200.0,,,Sportamt (590),Produkt 3 Eissportanlage Deutweg,6.248515086718935,6.2,0
457,Leistungsmengen,Belegung durch öffentlichen Eislauf (Anzahl Std./Saison),Belegung durch öffentlichen Eislauf (Anzahl Std./Saison),2555.0,2800.0,2600.0,2530.0,2570.0,2490.0,2406.0,2600.0,2600.0,,,Sportamt (590),Produkt 3 Eissportanlage Deutweg,-5.8317025440313115,-5.8,0
458,Nettokosten,Kosten,Kosten,684231.0,453278.0,504087.0,555141.0,695746.0,754865.0,775123.0,660880.0,772701.0,,,Sportamt (590),Produkt 4 Turn- und Sportplatz Deutweg,13.283817891910774,13.3,0
459,Nettokosten,Erlös,Erlös,180290.0,197000.0,197000.0,187362.0,234216.0,223016.0,252457.0,224300.0,224300.0,,,Sportamt (590),Produkt 4 Turn- und Sportplatz Deutweg,40.02828775861113,40.0,0
460,Nettokosten,Nettokosten,Nettokosten,503941.0,256278.0,307087.0,367780.0,461530.0,531849.0,522666.0,436580.0,548401.0,,,Sportamt (590),Produkt 4 Turn- und Sportplatz Deutweg,3.715712752088042,3.7,0
461,Nettokosten,Kostendeckungsgrad in %,Kostendeckungsgrad in %,26.0,43.0,39.0,34.0,34.0,30.0,33.0,34.0,29.0,,,Sportamt (590),Produkt 4 Turn- und Sportplatz Deutweg,26.923076923076923,26.9,0
462,Operative Ziele,Finanzen: Kostengünstiger Betrieb der Sportanlage Deutweg,Kostenüberschuss pro Öffnungstag in Franken,1408.0,716.0,859.0,1027.0,1290.0,1486.0,1460.0,1220.0,1542.0,,,Sportamt (590),Produkt 4 Turn- und Sportplatz Deutweg,3.6931818181818183,3.7,0
463,Leistungsmengen,Angebot: Erhaltung des Angebotes Leichtathletikstadion mit polysportiven Nebenanlagen,Angebot: Erhaltung des Angebotes Leichtathletikstadion mit polysportiven Nebenanlagen,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,Sportamt (590),Produkt 4 Turn- und Sportplatz Deutweg,0.0,0.0,0
464,Leistungsmengen,Öffnungszeiten der Gesamtanlage (Anzahl Tage pro Jahr von 8.00-22.00 Uhr),Öffnungszeiten der Gesamtanlage (Anzahl Tage pro Jahr von 8.00-22.00 Uhr),358.0,358.0,358.0,358.0,358.0,358.0,358.0,358.0,358.0,,,Sportamt (590),Produkt 4 Turn- und Sportplatz Deutweg,0.0,0.0,0
465,Leistungsmengen,Nutzung: Optimale Auslastung der Sportanlage Deutweg Anzahl Veranstaltung auf der Sportanlage Deutweg,Nutzung: Optimale Auslastung der Sportanlage Deutweg Anzahl Veranstaltung auf der Sportanlage Deutweg,276.0,250.0,250.0,286.0,283.0,315.0,355.0,320.0,320.0,,,Sportamt (590),Produkt 4 Turn- und Sportplatz Deutweg,28.6231884057971,28.6,0
466,Leistungsmengen,Anzahl Dauerbelegungen,Anzahl Dauerbelegungen,87.0,90.0,90.0,76.0,77.0,76.0,69.0,80.0,80.0,,,Sportamt (590),Produkt 4 Turn- und Sportplatz Deutweg,-20.689655172413794,-20.7,0
467,Nettokosten,Kosten,Kosten,4845528.0,3878294.0,4055994.0,4466250.0,4322605.0,4667201.0,4661602.0,4999764.0,5396023.0,,,Sportamt (590),Produkt 5 Fussballplätze,-3.795788611684836,-3.8,0
468,Nettokosten,Erlös,Erlös,311032.0,274985.0,271551.0,205709.0,237181.0,289730.0,277286.0,269180.0,283210.0,,,Sportamt (590),Produkt 5 Fussballplätze,-10.849687491962241,-10.8,0
469,Nettokosten,Nettokosten,Nettokosten,4534496.0,3603309.0,3784443.0,4260541.0,4085424.0,4377471.0,4384316.0,4730583.0,5112813.0,,,Sportamt (590),Produkt 5 Fussballplätze,-3.311944701241329,-3.3,0
470,Nettokosten,Kostendeckungsgrad in %,Kostendeckungsgrad in %,6.0,7.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,,,Sportamt (590),Produkt 5 Fussballplätze,0.0,0.0,0
471,Operative Ziele,Finanzen: Kostengünstiger Betrieb der Fussballanlagen,Nettokosten pro dem städtischen Fussballverband angeschlossene Mannschaft (1),28164.0,22951.0,23511.0,25821.0,24171.0,24871.0,23198.0,26878.0,27030.0,,,Sportamt (590),Produkt 5 Fussballplätze,-17.632438574066185,-17.6,0
472,Leistungsmengen,Angebot: Erhaltung des Angebots,Anzahl Fussballanlagen,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,Sportamt (590),Produkt 5 Fussballplätze,0.0,0.0,0
473,Leistungsmengen,Angebot: Erhaltung des Angebots,Anzahl Fussballplätze (Normspielfelder),22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,Sportamt (590),Produkt 5 Fussballplätze,0.0,0.0,0
474,Leistungsmengen,Angebot: Erhaltung des Angebots,Naturrasenfläche aller Fussballplätze in m2,140796.0,134396.0,134396.0,134396.0,134396.0,134396.0,134396.0,134396.0,140796.0,,,Sportamt (590),Produkt 5 Fussballplätze,-4.545583681354584,-4.5,0
475,Leistungsmengen,Angebot: Erhaltung des Angebots,Kunstrasenflächen in m2,25600.0,32000.0,32000.0,32000.0,32000.0,38400.0,38400.0,38400.0,32000.0,,,Sportamt (590),Produkt 5 Fussballplätze,50.0,50.0,0
476,Leistungsmengen,Angebot: Erhaltung des Angebots,Fussballstadion,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,Sportamt (590),Produkt 5 Fussballplätze,0.0,0.0,0
477,Nettokosten,Kosten,Kosten,496652.0,511580.0,501599.0,1063487.0,560554.0,553711.0,512649.0,380440.0,571620.0,,,Sportamt (590),Produkt 6 Übrige Sportanlagen,3.220967599043193,3.2,0
478,Nettokosten,Erlös,Erlös,69065.0,57375.0,57675.0,89491.0,157695.0,81149.0,105386.0,80075.0,94375.0,,,Sportamt (590),Produkt 6 Übrige Sportanlagen,52.589589517121546,52.6,0
479,Nettokosten,Nettokosten,Nettokosten,427586.0,454205.0,443924.0,973996.0,402859.0,472562.0,407262.0,300365.0,477245.0,,,Sportamt (590),Produkt 6 Übrige Sportanlagen,-4.753195848320572,-4.8,0
480,Nettokosten,Kostendeckungsgrad in %,Kostendeckungsgrad in %,14.0,11.0,11.0,8.0,28.0,15.0,21.0,21.0,17.0,,,Sportamt (590),Produkt 6 Übrige Sportanlagen,50.0,50.0,0
481,Die operativen Ziele sind mit den parlamentarischen Zielvorgaben abgedeckt,,,,,,,,,,,,,,Sportamt (590),Produkt 6 Übrige Sportanlagen,0.0,0.0,0
482,Leistungsmengen,Jährliche Unterhaltskosten für Werterhaltung der übrigen Sportanlagen,Jährliche Unterhaltskosten für Werterhaltung der übrigen Sportanlagen,31270.0,54000.0,53000.0,44916.0,54445.0,26093.0,36188.0,66800.0,98800.0,,,Sportamt (590),Produkt 6 Übrige Sportanlagen,15.727534377998081,15.7,0
483,Nettokosten,Kosten,Kosten,1719455.0,1663027.0,1938106.0,1736014.0,2044133.0,1977268.0,2258546.0,2124545.0,2253409.0,,,Sportamt (590),Produkt 7 Sportförderung,31.352434346929698,31.4,0
484,Nettokosten,Erlös,Erlös,443879.0,408000.0,412000.0,282175.0,365462.0,349030.0,317220.0,365000.0,352000.0,,,Sportamt (590),Produkt 7 Sportförderung,-28.534578117009364,-28.5,0
485,Nettokosten,Nettokosten,Nettokosten,1275577.0,1255027.0,1526106.0,1453839.0,1678671.0,1628238.0,1941326.0,1759545.0,1901409.0,,,Sportamt (590),Produkt 7 Sportförderung,52.19198840995095,52.2,0
486,Nettokosten,Kostendeckungsgrad in %,Kostendeckungsgrad in %,26.0,25.0,21.0,16.0,18.0,18.0,14.0,17.0,16.0,,,Sportamt (590),Produkt 7 Sportförderung,-46.15384615384615,-46.2,0
487,Operative Ziele,Sportnutzung: Verkauf möglichst vieler Sportpässe Anzahl verkaufte Sportpässe pro Jahr,Sportnutzung: Verkauf möglichst vieler Sportpässe Anzahl verkaufte Sportpässe pro Jahr,17689.0,17000.0,18000.0,11184.0,16125.0,16359.0,14747.0,17000.0,17000.0,,,Sportamt (590),Produkt 7 Sportförderung,-16.631805076601278,-16.6,0
488,Operative Ziele,Sportnutzung: Verkauf möglichst vieler Sportpässe Anzahl verkaufte Sportpässe pro Jahr,davon Jahrespässe gesamt,9186.0,9000.0,9200.0,5466.0,8184.0,8463.0,8533.0,8500.0,8500.0,,,Sportamt (590),Produkt 7 Sportförderung,-7.1086435880688,-7.1,0
489,Leistungsmengen,Jugendsportförderung: Auszahlung von Beiträgen an Vereine mit jugendlichen Mitgliedern Beitrag an Jugendsportförderung in Franken,Jugendsportförderung: Auszahlung von Beiträgen an Vereine mit jugendlichen Mitgliedern Beitrag an Jugendsportförderung in Franken,245000.0,245000.0,245000.0,300000.0,300000.0,300000.0,300000.0,300000.0,350000.0,,,Sportamt (590),Produkt 7 Sportförderung,22.448979591836736,22.4,0
490,Leistungsmengen,Anzahl durch die Vereine gemeldete Jugendliche,Mädchen,1969.0,1900.0,2000.0,2177.0,2048.0,2122.0,2210.0,2200.0,2200.0,,,Sportamt (590),Produkt 7 Sportförderung,12.2397155916709,12.2,0
491,Leistungsmengen,Anzahl durch die Vereine gemeldete Jugendliche,Knaben,3601.0,3400.0,3600.0,3764.0,3378.0,3680.0,4052.0,3800.0,3800.0,,,Sportamt (590),Produkt 7 Sportförderung,12.524298805887254,12.5,0
492,Leistungsmengen,Sportinformation: Verbesserung der Information über das Sportangebot in Winterthur Anzahl Ausgaben des Prospektes über den Sportpass,Sportinformation: Verbesserung der Information über das Sportangebot in Winterthur Anzahl Ausgaben des Prospektes über den Sportpass,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,Sportamt (590),Produkt 7 Sportförderung,0.0,0.0,0
493,Leistungsmengen,Anzahl Besuche auf der Homepage im Internet (durchschnittlich pro Monat),Anzahl Besuche auf der Homepage im Internet (durchschnittlich pro Monat),47712.0,40000.0,45000.0,60503.0,56217.0,58060.0,58282.0,60000.0,60000.0,,,Sportamt (590),Produkt 7 Sportförderung,22.1537558685446,22.2,0
494,Leistungsmengen,Übrige Daten,Anzahl städtische Turnhallen (davon 5 Grossraumhallen),50.0,50.0,50.0,50.0,50.0,49.0,49.0,50.0,50.0,,,Sportamt (590),Produkt 7 Sportförderung,-2.0,-2.0,0
495,Leistungsmengen,Übrige Daten,"Auslastung Turnhallen Wochentage (Mo-Fr, 18.00-22.00 Uhr) in %",98.0,98.0,98.0,98.0,98.0,99.0,99.0,98.0,98.0,,,Sportamt (590),Produkt 7 Sportförderung,1.0204081632653061,1.0,0
496,Leistungsmengen,Übrige Daten,"Auslastung Turnhallen Wochenende (Sa-So, 08.00-22.00 Uhr) in %",26.0,20.0,25.0,33.0,37.0,41.0,41.0,40.0,40.0,,,Sportamt (590),Produkt 7 Sportförderung,57.692307692307686,57.7,0
